t,ia,ib,ic,va,vb,vc
0,0.012875,-0.056422,0.043547,0.64766,-0.32347,-0.32419
0.0001,0.015041,-0.057049,0.042008,0.64719,-0.30209,-0.3451
0.0002,0.017186,-0.057595,0.04041,0.64579,-0.28028,-0.36551
0.0003,0.019306,-0.05806,0.038754,0.64348,-0.25808,-0.3854
0.0004,0.021398,-0.058442,0.037043,0.64025,-0.23551,-0.40474
0.0005,0.023461,-0.05874,0.03528,0.63611,-0.2126,-0.42351
0.0006,0.02549,-0.058956,0.033466,0.63107,-0.18939,-0.44168
0.0007,0.027483,-0.059087,0.031605,0.62513,-0.16591,-0.45922
0.0008,0.029436,-0.059135,0.029699,0.61831,-0.1422,-0.47611
0.0009,0.031348,-0.059099,0.027751,0.6106,-0.11828,-0.49232
0.001,0.033216,-0.058978,0.025763,0.60203,-0.094198,-0.50783
0.0011,0.035036,-0.058774,0.023738,0.5926,-0.06998,-0.52262
0.0012,0.036806,-0.058487,0.02168,0.58233,-0.045663,-0.53666
0.0013,0.038524,-0.058116,0.019592,0.57123,-0.02128,-0.54995
0.0014,0.040188,-0.057662,0.017475,0.55932,0.0031318,-0.56245
0.0015,0.041794,-0.057127,0.015333,0.54662,0.027539,-0.57415
0.0016,0.043341,-0.056511,0.01317,0.53313,0.051909,-0.58504
0.0017,0.044826,-0.055814,0.010988,0.51889,0.076204,-0.5951
0.0018,0.046248,-0.055038,0.0087905,0.50392,0.10039,-0.60431
0.0019,0.047603,-0.054184,0.0065803,0.48823,0.12444,-0.61266
0.002,0.048892,-0.053252,0.0043609,0.47184,0.1483,-0.62014
0.0021,0.05011,-0.052246,0.0021353,0.45478,0.17196,-0.62674
0.0022,0.051258,-0.051164,-9.342e-05,0.43708,0.19537,-0.63245
0.0023,0.052333,-0.050011,-0.002322,0.41875,0.2185,-0.63726
0.0024,0.053333,-0.048786,-0.0045472,0.39984,0.24133,-0.64117
0.0025,0.054257,-0.047491,-0.006766,0.38035,0.26381,-0.64416
0.0026,0.055105,-0.04613,-0.0089751,0.36032,0.28592,-0.64624
0.0027,0.055874,-0.044703,-0.011171,0.33978,0.30762,-0.6474
0.0028,0.056564,-0.043212,-0.013352,0.31876,0.32888,-0.64764
0.0029,0.057173,-0.04166,-0.015514,0.29728,0.34967,-0.64696
0.003,0.057701,-0.040048,-0.017653,0.27538,0.36997,-0.64536
0.0031,0.058147,-0.03838,-0.019767,0.25309,0.38975,-0.64284
0.0032,0.058511,-0.036657,-0.021854,0.23044,0.40897,-0.63941
0.0033,0.058791,-0.034882,-0.023909,0.20747,0.4276,-0.63507
0.0034,0.058988,-0.033058,-0.02593,0.18419,0.44563,-0.62983
0.0035,0.059101,-0.031187,-0.027915,0.16066,0.46303,-0.62369
0.0036,0.05913,-0.029271,-0.029859,0.1369,0.47977,-0.61667
0.0037,0.059075,-0.027313,-0.031762,0.11294,0.49583,-0.60877
0.0038,0.058936,-0.025317,-0.033619,0.088827,0.51118,-0.60001
0.0039,0.058713,-0.023285,-0.035428,0.064584,0.5258,-0.59039
0.004,0.058407,-0.02122,-0.037187,0.040249,0.53968,-0.57993
0.0041,0.058018,-0.019125,-0.038893,0.015857,0.5528,-0.56865
0.0042,0.057547,-0.017002,-0.040544,-0.0085575,0.56512,-0.55656
0.0043,0.056993,-0.014856,-0.042137,-0.03296,0.57665,-0.54369
0.0044,0.056359,-0.012688,-0.043671,-0.057315,0.58735,-0.53003
0.0045,0.055644,-0.010502,-0.045142,-0.081589,0.59722,-0.51563
0.0046,0.054851,-0.0083016,-0.046549,-0.10575,0.60624,-0.50049
0.0047,0.05398,-0.0060891,-0.04789,-0.12976,0.6144,-0.48464
0.0048,0.053031,-0.003868,-0.049163,-0.15358,0.62168,-0.4681
0.0049,0.052008,-0.0016414,-0.050367,-0.17718,0.62809,-0.4509
0.005,0.05091,0.00058754,-0.051498,-0.20054,0.6336,-0.43306
0.0051,0.049741,0.0028156,-0.052556,-0.22361,0.63821,-0.4146
0.0052,0.0485,0.0050397,-0.05354,-0.24636,0.64191,-0.39555
0.0053,0.047191,0.0072566,-0.054448,-0.26876,0.6447,-0.37594
0.0054,0.045815,0.0094632,-0.055278,-0.29078,0.64657,-0.3558
0.0055,0.044373,0.011656,-0.056029,-0.31238,0.64753,-0.33515
0.0056,0.042869,0.013833,-0.056701,-0.33354,0.64756,-0.31402
0.0057,0.041303,0.01599,-0.057293,-0.35423,0.64668,-0.29245
0.0058,0.039679,0.018124,-0.057803,-0.37441,0.64488,-0.27046
0.0059,0.037998,0.020232,-0.058231,-0.39407,0.64215,-0.24809
0.006,0.036264,0.022312,-0.058576,-0.41316,0.63852,-0.22536
0.0061,0.034478,0.02436,-0.058838,-0.43166,0.63398,-0.20232
0.0062,0.032643,0.026373,-0.059016,-0.44955,0.62854,-0.17899
0.0063,0.030761,0.028349,-0.05911,-0.46681,0.62221,-0.1554
0.0064,0.028836,0.030285,-0.059121,-0.4834,0.61499,-0.13159
0.0065,0.02687,0.032177,-0.059047,-0.4993,0.6069,-0.1076
0.0066,0.024866,0.034024,-0.05889,-0.51449,0.59794,-0.08345
0.0067,0.022826,0.035822,-0.058648,-0.52895,0.58814,-0.059182
0.0068,0.020754,0.03757,-0.058324,-0.54266,0.5775,-0.034832
0.0069,0.018652,0.039264,-0.057916,-0.5556,0.56604,-0.010433
0.007,0.016524,0.040902,-0.057426,-0.56775,0.55377,0.013983
0.0071,0.014373,0.042482,-0.056855,-0.5791,0.54072,0.038377
0.0072,0.012201,0.044002,-0.056203,-0.58962,0.5269,0.062717
0.0073,0.010011,0.04546,-0.055471,-0.5993,0.51233,0.086969
0.0074,0.0078078,0.046852,-0.05466,-0.60813,0.49703,0.1111
0.0075,0.0055931,0.048178,-0.053771,-0.61609,0.48103,0.13507
0.0076,0.0033705,0.049436,-0.052806,-0.62318,0.46434,0.15884
0.0077,0.0011432,0.050623,-0.051766,-0.62939,0.44699,0.1824
0.0078,-0.0010858,0.051739,-0.050653,-0.6347,0.42901,0.20569
0.0079,-0.0033133,0.052781,-0.049467,-0.63911,0.41042,0.22869
0.008,-0.005536,0.053747,-0.048211,-0.64261,0.39124,0.25136
0.0081,-0.0077509,0.054638,-0.046887,-0.6452,0.37151,0.27368
0.0082,-0.0099547,0.055451,-0.045496,-0.64687,0.35125,0.29561
0.0083,-0.012144,0.056185,-0.04404,-0.64762,0.33049,0.31712
0.0084,-0.014317,0.056839,-0.042522,-0.64745,0.30927,0.33818
0.0085,-0.016469,0.057412,-0.040943,-0.64636,0.2876,0.35876
0.0086,-0.018598,0.057904,-0.039307,-0.64435,0.26552,0.37883
0.0087,-0.0207,0.058314,-0.037614,-0.64143,0.24307,0.39836
0.0088,-0.022773,0.05864,-0.035868,-0.63759,0.22027,0.41732
0.0089,-0.024813,0.058884,-0.03407,-0.63285,0.19716,0.43569
0.009,-0.026818,0.059043,-0.032225,-0.62721,0.17377,0.45345
0.0091,-0.028786,0.059119,-0.030334,-0.62068,0.15013,0.47055
0.0092,-0.030712,0.059111,-0.028399,-0.61327,0.12627,0.48699
0.0093,-0.032594,0.059018,-0.026424,-0.60498,0.10224,0.50274
0.0094,-0.03443,0.058842,-0.024412,-0.59584,0.078066,0.51777
0.0095,-0.036218,0.058582,-0.022365,-0.58584,0.053777,0.53207
0.0096,-0.037954,0.058239,-0.020286,-0.57502,0.029413,0.54561
0.0097,-0.039635,0.057814,-0.018178,-0.56338,0.0050074,0.55837
0.0098,-0.041261,0.057306,-0.016045,-0.55094,-0.019407,0.57034
0.0099,-0.042828,0.056716,-0.013888,-0.53771,-0.043792,0.5815
0.01,-0.044334,0.056046,-0.011712,-0.52372,-0.068115,0.59184
0.0101,-0.045777,0.055297,-0.0095195,-0.50899,-0.092343,0.60133
0.0102,-0.047155,0.054468,-0.0073132,-0.49353,-0.11644,0.60997
0.0103,-0.048466,0.053563,-0.0050966,-0.47738,-0.14037,0.61774
0.0104,-0.049708,0.052581,-0.0028727,-0.46054,-0.1641,0.62464
0.0105,-0.05088,0.051524,-0.00064474,-0.44305,-0.1876,0.63065
0.0106,-0.051979,0.050395,0.0015842,-0.42493,-0.21083,0.63576
0.0107,-0.053004,0.049193,0.0038108,-0.40621,-0.23376,0.63996
0.0108,-0.053954,0.047922,0.006032,-0.3869,-0.25636,0.64326
0.0109,-0.054828,0.046583,0.0082447,-0.36705,-0.27859,0.64565
0.011,-0.055623,0.045177,0.010446,-0.34668,-0.30043,0.64711
0.0111,-0.056339,0.043708,0.012632,-0.32582,-0.32184,0.64766
0.0112,-0.056976,0.042176,0.0148,-0.30449,-0.3428,0.64729
0.0113,-0.057531,0.040584,0.016947,-0.28273,-0.36326,0.64599
0.0114,-0.058004,0.038934,0.01907,-0.26056,-0.38322,0.64378
0.0115,-0.058396,0.03723,0.021166,-0.23803,-0.40262,0.64065
0.0116,-0.058704,0.035472,0.023232,-0.21516,-0.42146,0.63662
0.0117,-0.058928,0.033664,0.025265,-0.19198,-0.43969,0.63168
0.0118,-0.059069,0.031808,0.027262,-0.16853,-0.4573,0.62584
0.0119,-0.059127,0.029907,0.02922,-0.14484,-0.47426,0.61911
0.012,-0.0591,0.027963,0.031137,-0.12095,-0.49055,0.6115
0.0121,-0.058989,0.025979,0.033009,-0.096881,-0.50614,0.60302
0.0122,-0.058794,0.023959,0.034835,-0.072677,-0.52101,0.59369
0.0123,-0.058515,0.021905,0.036611,-0.048369,-0.53514,0.58351
0.0124,-0.058154,0.019819,0.038335,-0.023992,-0.54851,0.5725
0.0125,-0.05771,0.017706,0.040004,0.0004189,-0.5611,0.56068
0.0126,-0.057184,0.015567,0.041617,0.024829,-0.5729,0.54807
0.0127,-0.056576,0.013406,0.043171,0.049204,-0.58387,0.53467
0.0128,-0.055888,0.011226,0.044663,0.073509,-0.59402,0.52051
0.0129,-0.055121,0.0090296,0.046092,0.09771,-0.60333,0.50562
0.013,-0.054276,0.0068208,0.047455,0.12177,-0.61177,0.49
0.0131,-0.053353,0.0046023,0.048751,0.14566,-0.61935,0.47369
0.0132,-0.052354,0.0023772,0.049977,0.16934,-0.62605,0.45671
0.0133,-0.051282,0.00014878,0.051133,0.19278,-0.63186,0.43908
0.0134,-0.050136,-0.0020799,0.052216,0.21595,-0.63677,0.42082
0.0135,-0.048919,-0.0043056,0.053224,0.23881,-0.64078,0.40197
0.0136,-0.047632,-0.0065252,0.054157,0.26133,-0.64387,0.38254
0.0137,-0.046278,-0.0087355,0.055013,0.28348,-0.64605,0.36257
0.0138,-0.044858,-0.010933,0.055791,0.30523,-0.64731,0.34209
0.0139,-0.043374,-0.013116,0.05649,0.32654,-0.64765,0.32111
0.014,-0.041829,-0.01528,0.057108,0.34739,-0.64708,0.29969
0.0141,-0.040224,-0.017422,0.057646,0.36774,-0.64558,0.27783
0.0142,-0.038562,-0.019539,0.058101,0.38758,-0.64316,0.25559
0.0143,-0.036845,-0.021628,0.058474,0.40686,-0.63984,0.23298
0.0144,-0.035076,-0.023687,0.058763,0.42556,-0.6356,0.21003
0.0145,-0.033257,-0.025712,0.058969,0.44366,-0.63046,0.18679
0.0146,-0.031391,-0.027701,0.059092,0.46113,-0.62442,0.16329
0.0147,-0.02948,-0.02965,0.05913,0.47794,-0.61749,0.13955
0.0148,-0.027527,-0.031557,0.059084,0.49408,-0.60969,0.11561
0.0149,-0.025535,-0.033419,0.058955,0.50951,-0.60102,0.091513
0.015,-0.023507,-0.035234,0.058741,0.52422,-0.5915,0.067282
0.0151,-0.021445,-0.036999,0.058444,0.53818,-0.58114,0.042957
0.0152,-0.019353,-0.038711,0.058065,0.55138,-0.56995,0.018569
0.0153,-0.017234,-0.040368,0.057602,0.56379,-0.55795,-0.0058449
0.0154,-0.01509,-0.041968,0.057058,0.57541,-0.54516,-0.03025
0.0155,-0.012924,-0.043508,0.056432,0.5862,-0.53159,-0.054613
0.0156,-0.01074,-0.044986,0.055727,0.59616,-0.51727,-0.078897
0.0157,-0.0085413,-0.046401,0.054942,0.60528,-0.50221,-0.10307
0.0158,-0.0063301,-0.047749,0.054079,0.61353,-0.48644,-0.1271
0.0159,-0.0041098,-0.04903,0.05314,0.62092,-0.46998,-0.15094
0.016,-0.0018837,-0.050241,0.052124,0.62742,-0.45285,-0.17457
0.0161,0.0003451,-0.05138,0.051035,0.63303,-0.43507,-0.19796
0.0162,0.0025734,-0.052447,0.049873,0.63774,-0.41668,-0.22106
0.0163,0.004798,-0.053439,0.048641,0.64154,-0.3977,-0.24385
0.0164,0.0070158,-0.054355,0.047339,0.64443,-0.37815,-0.26629
0.0165,0.0092237,-0.055194,0.04597,0.64641,-0.35806,-0.28835
0.0166,0.011418,-0.055954,0.044536,0.64747,-0.33747,-0.31
0.0167,0.013597,-0.056635,0.043038,0.64761,-0.31639,-0.33121
0.0168,0.015756,-0.057235,0.041479,0.64682,-0.29487,-0.35196
0.0169,0.017893,-0.057754,0.039861,0.64512,-0.27292,-0.3722
0.017,0.020004,-0.058191,0.038187,0.6425,-0.25059,-0.39191
0.0171,0.022087,-0.058546,0.036458,0.63897,-0.22791,-0.41107
0.0172,0.024139,-0.058817,0.034678,0.63453,-0.20489,-0.42964
0.0173,0.026156,-0.059004,0.032848,0.62919,-0.18159,-0.4476
0.0174,0.028136,-0.059108,0.030972,0.62295,-0.15803,-0.46492
0.0175,0.030076,-0.059128,0.029051,0.61583,-0.13425,-0.48159
0.0176,0.031974,-0.059063,0.027089,0.60784,-0.11027,-0.49757
0.0177,0.033826,-0.058915,0.025089,0.59898,-0.086138,-0.51284
0.0178,0.03563,-0.058683,0.023053,0.58927,-0.061884,-0.52738
0.0179,0.037383,-0.058368,0.020985,0.57872,-0.037541,-0.54118
0.018,0.039083,-0.057969,0.018886,0.56735,-0.013144,-0.5542
0.0181,0.040728,-0.057489,0.016761,0.55517,0.01127,-0.56644
0.0182,0.042314,-0.056926,0.014612,0.54221,0.035668,-0.57788
0.0183,0.043841,-0.056283,0.012442,0.52847,0.060018,-0.58849
0.0184,0.045305,-0.05556,0.010255,0.51398,0.08428,-0.59826
0.0185,0.046705,-0.054757,0.0080525,0.49877,0.10842,-0.60719
0.0186,0.048039,-0.053877,0.0058389,0.48284,0.13241,-0.61525
0.0187,0.049304,-0.052921,0.0036171,0.46623,0.15621,-0.62244
0.0188,0.050499,-0.051889,0.0013901,0.44895,0.17979,-0.62874
0.0189,0.051622,-0.050784,-0.00083888,0.43104,0.20312,-0.63415
0.019,0.052673,-0.049606,-0.0030666,0.41251,0.22615,-0.63866
0.0191,0.053648,-0.048358,-0.0052901,0.3934,0.24886,-0.64226
0.0192,0.054547,-0.047041,-0.0075059,0.37373,0.27122,-0.64495
0.0193,0.055368,-0.045657,-0.0097112,0.35353,0.2932,-0.64672
0.0194,0.056111,-0.044208,-0.011903,0.33282,0.31476,-0.64758
0.0195,0.056774,-0.042697,-0.014077,0.31165,0.33586,-0.64751
0.0196,0.057357,-0.041125,-0.016232,0.29003,0.3565,-0.64652
0.0197,0.057857,-0.039494,-0.018363,0.26799,0.37663,-0.64462
0.0198,0.058276,-0.037808,-0.020468,0.24558,0.39622,-0.6418
0.0199,0.058612,-0.036067,-0.022545,0.22282,0.41524,-0.63806
0.02,0.058865,-0.034276,-0.024589,0.19974,0.43368,-0.63342
0.0201,0.059033,-0.032435,-0.026598,0.17638,0.4515,-0.62788
0.0202,0.059118,-0.030549,-0.02857,0.15276,0.46868,-0.62145
0.0203,0.059119,-0.028619,-0.0305,0.12893,0.4852,-0.61413
0.0204,0.059036,-0.026649,-0.032388,0.10492,0.50102,-0.60594
0.0205,0.05887,-0.02464,-0.034229,0.080758,0.51614,-0.59689
0.0206,0.058619,-0.022597,-0.036022,0.056481,0.53052,-0.587
0.0207,0.058285,-0.020521,-0.037764,0.032123,0.54414,-0.57626
0.0208,0.057869,-0.018417,-0.039452,0.0077197,0.55699,-0.56471
0.0209,0.05737,-0.016286,-0.041084,-0.016695,0.56905,-0.55236
0.021,0.056789,-0.014132,-0.042657,-0.041085,0.5803,-0.53922
0.0211,0.056128,-0.011958,-0.04417,-0.065417,0.59073,-0.52532
0.0212,0.055387,-0.0097667,-0.045621,-0.089657,0.60032,-0.51066
0.0213,0.054568,-0.0075618,-0.047006,-0.11377,0.60906,-0.49529
0.0214,0.05367,-0.0053461,-0.048324,-0.13772,0.61692,-0.47921
0.0215,0.052697,-0.0031228,-0.049574,-0.16147,0.62392,-0.46244
0.0216,0.051649,-0.00089512,-0.050754,-0.185,0.63002,-0.44503
0.0217,0.050527,0.0013338,-0.051861,-0.20826,0.63523,-0.42697
0.0218,0.049334,0.0035609,-0.052895,-0.23123,0.63954,-0.40831
0.0219,0.04807,0.0057829,-0.053853,-0.25386,0.64294,-0.38908
0.022,0.046738,0.0079967,-0.054735,-0.27614,0.64543,-0.36929
0.0221,0.04534,0.010199,-0.055539,-0.29802,0.64699,-0.34897
0.0222,0.043877,0.012387,-0.056264,-0.31949,0.64764,-0.32816
0.0223,0.042352,0.014557,-0.056909,-0.34049,0.64737,-0.30688
0.0224,0.040767,0.016707,-0.057474,-0.36102,0.64618,-0.28516
0.0225,0.039123,0.018833,-0.057956,-0.38103,0.64407,-0.26305
0.0226,0.037425,0.020932,-0.058357,-0.40049,0.64105,-0.24055
0.0227,0.035673,0.023001,-0.058674,-0.41939,0.63711,-0.21772
0.0228,0.03387,0.025038,-0.058908,-0.4377,0.63227,-0.19457
0.0229,0.032019,0.027039,-0.059058,-0.45538,0.62653,-0.17115
0.023,0.030123,0.029002,-0.059125,-0.47241,0.6199,-0.14749
0.0231,0.028184,0.030923,-0.059107,-0.48878,0.61239,-0.12361
0.0232,0.026205,0.032801,-0.059006,-0.50444,0.60401,-0.099562
0.0233,0.024188,0.034632,-0.05882,-0.5194,0.59477,-0.075372
0.0234,0.022137,0.036414,-0.058551,-0.53361,0.58468,-0.051073
0.0235,0.020055,0.038144,-0.058199,-0.54706,0.57377,-0.026702
0.0236,0.017944,0.039819,-0.057764,-0.55974,0.56204,-0.0022945
0.0237,0.015808,0.041438,-0.057247,-0.57162,0.54951,0.022118
0.0238,0.01365,0.042999,-0.056648,-0.58269,0.5362,0.046499
0.0239,0.011471,0.044498,-0.055969,-0.59294,0.52212,0.070813
0.024,0.009277,0.045934,-0.055211,-0.60234,0.50731,0.095027
0.0241,0.0070694,0.047304,-0.054374,-0.61088,0.49177,0.11911
0.0242,0.0048518,0.048608,-0.05346,-0.61855,0.47554,0.14302
0.0243,0.0026273,0.049842,-0.05247,-0.62535,0.45863,0.16672
0.0244,0.00039906,0.051006,-0.051405,-0.63126,0.44107,0.19019
0.0245,-0.0018298,0.052097,-0.050267,-0.63627,0.42288,0.21339
0.0246,-0.004056,0.053114,-0.049058,-0.64038,0.40409,0.23629
0.0247,-0.0062764,0.054055,-0.047779,-0.64357,0.38473,0.25885
0.0248,-0.008488,0.05492,-0.046432,-0.64585,0.36482,0.28104
0.0249,-0.010687,0.055707,-0.045019,-0.64722,0.34439,0.30283
0.025,-0.012872,0.056414,-0.043543,-0.64766,0.32347,0.32419
0.0251,-0.015038,0.057042,-0.042004,-0.64719,0.30209,0.3451
0.0252,-0.017182,0.057588,-0.040406,-0.64579,0.28028,0.36551
0.0253,-0.019303,0.058052,-0.03875,-0.64348,0.25808,0.3854
0.0254,-0.021395,0.058434,-0.037039,-0.64025,0.23551,0.40474
0.0255,-0.023458,0.058733,-0.035275,-0.63611,0.2126,0.42351
0.0256,-0.025487,0.058949,-0.033462,-0.63107,0.18939,0.44168
0.0257,-0.027479,0.05908,-0.031601,-0.62513,0.16591,0.45922
0.0258,-0.029433,0.059128,-0.029695,-0.61831,0.1422,0.47611
0.0259,-0.031345,0.059092,-0.027746,-0.6106,0.11828,0.49232
0.026,-0.033213,0.058971,-0.025759,-0.60203,0.094198,0.50783
0.0261,-0.035033,0.058767,-0.023734,-0.5926,0.069981,0.52262
0.0262,-0.036803,0.05848,-0.021676,-0.58233,0.045663,0.53667
0.0263,-0.038521,0.058109,-0.019588,-0.57123,0.02128,0.54995
0.0264,-0.040185,0.057656,-0.017471,-0.55932,-0.0031314,0.56245
0.0265,-0.041791,0.05712,-0.01533,-0.54662,-0.02754,0.57416
0.0266,-0.043338,0.056504,-0.013166,-0.53313,-0.051909,0.58504
0.0267,-0.044823,0.055807,-0.010984,-0.51889,-0.076204,0.5951
0.0268,-0.046245,0.055031,-0.0087867,-0.50392,-0.10039,0.60431
0.0269,-0.047601,0.054177,-0.0065766,-0.48823,-0.12443,0.61266
0.027,-0.048889,0.053246,-0.0043572,-0.47184,-0.1483,0.62014
0.0271,-0.050108,0.052239,-0.0021316,-0.45478,-0.17196,0.62674
0.0272,-0.051255,0.051158,9.7065e-05,-0.43708,-0.19537,0.63245
0.0273,-0.05233,0.050004,0.0023256,-0.41875,-0.21851,0.63726
0.0274,-0.05333,0.048779,0.0045508,-0.39984,-0.24133,0.64116
0.0275,-0.054255,0.047485,0.0067695,-0.38035,-0.26381,0.64416
0.0276,-0.055102,0.046124,0.0089786,-0.36032,-0.28592,0.64624
0.0277,-0.055871,0.044696,0.011175,-0.33978,-0.30762,0.6474
0.0278,-0.056561,0.043206,0.013355,-0.31876,-0.32888,0.64764
0.0279,-0.057171,0.041654,0.015517,-0.29728,-0.34968,0.64696
0.028,-0.057699,0.040042,0.017656,-0.27538,-0.36997,0.64536
0.0281,-0.058145,0.038374,0.019771,-0.25309,-0.38975,0.64284
0.0282,-0.058508,0.036651,0.021857,-0.23044,-0.40897,0.63941
0.0283,-0.058789,0.034877,0.023912,-0.20747,-0.4276,0.63507
0.0284,-0.058986,0.033052,0.025933,-0.18419,-0.44563,0.62983
0.0285,-0.059099,0.031181,0.027918,-0.16066,-0.46303,0.62369
0.0286,-0.059128,0.029265,0.029863,-0.1369,-0.47977,0.61667
0.0287,-0.059073,0.027308,0.031765,-0.11294,-0.49583,0.60877
0.0288,-0.058934,0.025312,0.033622,-0.088827,-0.51118,0.60001
0.0289,-0.058711,0.02328,0.035431,-0.064584,-0.5258,0.59039
0.029,-0.058405,0.021215,0.03719,-0.040249,-0.53968,0.57993
0.0291,-0.058016,0.019119,0.038896,-0.015857,-0.5528,0.56865
0.0292,-0.057544,0.016997,0.040547,0.0085574,-0.56512,0.55656
0.0293,-0.056991,0.01485,0.042141,0.03296,-0.57665,0.54369
0.0294,-0.056357,0.012683,0.043674,0.057315,-0.58735,0.53003
0.0295,-0.055642,0.010497,0.045145,0.081589,-0.59722,0.51563
0.0296,-0.054849,0.0082964,0.046552,0.10575,-0.60624,0.50049
0.0297,-0.053977,0.0060839,0.047893,0.12976,-0.6144,0.48464
0.0298,-0.053029,0.0038629,0.049166,0.15358,-0.62168,0.46811
0.0299,-0.052006,0.0016363,0.050369,0.17718,-0.62809,0.4509
0.03,-0.050908,-0.00059256,0.051501,0.20054,-0.6336,0.43306
0.0301,-0.049739,-0.0028206,0.052559,0.22361,-0.63821,0.4146
0.0302,-0.048498,-0.0050446,0.053543,0.24636,-0.64191,0.39555
0.0303,-0.047189,-0.0072615,0.05445,0.26876,-0.6447,0.37594
0.0304,-0.045813,-0.0094681,0.055281,0.29078,-0.64657,0.3558
0.0305,-0.044371,-0.011661,0.056032,0.31238,-0.64753,0.33515
0.0306,-0.042866,-0.013838,0.056704,0.33354,-0.64756,0.31402
0.0307,-0.041301,-0.015995,0.057296,0.35423,-0.64668,0.29245
0.0308,-0.039677,-0.018129,0.057806,0.37441,-0.64488,0.27046
0.0309,-0.037996,-0.020237,0.058233,0.39407,-0.64216,0.24809
0.031,-0.036262,-0.022317,0.058578,0.41316,-0.63852,0.22536
0.0311,-0.034476,-0.024365,0.05884,0.43166,-0.63398,0.20232
0.0312,-0.032641,-0.026378,0.059019,0.44955,-0.62854,0.17899
0.0313,-0.030759,-0.028354,0.059113,0.46681,-0.62221,0.1554
0.0314,-0.028834,-0.030289,0.059123,0.4834,-0.61499,0.13159
0.0315,-0.026868,-0.032182,0.05905,0.4993,-0.6069,0.1076
0.0316,-0.024864,-0.034028,0.058892,0.51449,-0.59794,0.083449
0.0317,-0.022824,-0.035827,0.058651,0.52895,-0.58814,0.059182
0.0318,-0.020752,-0.037574,0.058326,0.54266,-0.5775,0.034833
0.0319,-0.01865,-0.039268,0.057919,0.5556,-0.56604,0.010432
0.032,-0.016522,-0.040907,0.057429,0.56775,-0.55377,-0.013983
0.0321,-0.014371,-0.042487,0.056857,0.5791,-0.54072,-0.038377
0.0322,-0.012199,-0.044006,0.056205,0.58962,-0.5269,-0.062718
0.0323,-0.01001,-0.045464,0.055473,0.5993,-0.51233,-0.086969
0.0324,-0.007806,-0.046856,0.054662,0.60813,-0.49703,-0.1111
0.0325,-0.0055914,-0.048182,0.053774,0.61609,-0.48103,-0.13507
0.0326,-0.0033688,-0.04944,0.052809,0.62318,-0.46434,-0.15884
0.0327,-0.0011415,-0.050627,0.051769,0.62939,-0.44699,-0.1824
0.0328,0.0010875,-0.051743,0.050655,0.6347,-0.42901,-0.20569
0.0329,0.0033149,-0.052784,0.04947,0.63911,-0.41042,-0.22869
0.033,0.0055377,-0.053751,0.048214,0.64261,-0.39124,-0.25137
0.0331,0.0077525,-0.054642,0.046889,0.6452,-0.37151,-0.27368
0.0332,0.0099563,-0.055455,0.045498,0.64687,-0.35125,-0.29561
0.0333,0.012146,-0.056189,0.044043,0.64762,-0.33049,-0.31712
0.0334,0.014318,-0.056843,0.042524,0.64745,-0.30927,-0.33818
0.0335,0.016471,-0.057416,0.040946,0.64636,-0.2876,-0.35876
0.0336,0.018599,-0.057908,0.039309,0.64435,-0.26552,-0.37883
0.0337,0.020701,-0.058317,0.037616,0.64143,-0.24307,-0.39836
0.0338,0.022774,-0.058644,0.03587,0.63759,-0.22027,-0.41732
0.0339,0.024815,-0.058887,0.034073,0.63285,-0.19716,-0.43569
0.034,0.02682,-0.059047,0.032227,0.62721,-0.17377,-0.45344
0.0341,0.028787,-0.059123,0.030336,0.62068,-0.15013,-0.47055
0.0342,0.030713,-0.059114,0.028401,0.61327,-0.12627,-0.48699
0.0343,0.032596,-0.059022,0.026426,0.60498,-0.10224,-0.50274
0.0344,0.034432,-0.058846,0.024414,0.59584,-0.078065,-0.51777
0.0345,0.036219,-0.058586,0.022367,0.58584,-0.053777,-0.53207
0.0346,0.037955,-0.058243,0.020288,0.57502,-0.029414,-0.54561
0.0347,0.039637,-0.057817,0.01818,0.56338,-0.0050065,-0.55837
0.0348,0.041262,-0.057309,0.016047,0.55094,0.019407,-0.57034
0.0349,0.042829,-0.05672,0.01389,0.53771,0.043792,-0.5815
0.035,0.044335,-0.05605,0.011714,0.52372,0.068116,-0.59184
0.0351,0.045779,-0.0553,0.0095214,0.50899,0.092342,-0.60133
0.0352,0.047157,-0.054472,0.0073151,0.49353,0.11644,-0.60997
0.0353,0.048467,-0.053566,0.0050984,0.47738,0.14037,-0.61775
0.0354,0.04971,-0.052584,0.0028745,0.46054,0.1641,-0.62464
0.0355,0.050881,-0.051528,0.00064655,0.44305,0.1876,-0.63065
0.0356,0.05198,-0.050398,-0.0015824,0.42493,0.21083,-0.63576
0.0357,0.053006,-0.049197,-0.003809,0.40621,0.23376,-0.63996
0.0358,0.053956,-0.047925,-0.0060303,0.3869,0.25636,-0.64326
0.0359,0.054829,-0.046586,-0.0082429,0.36705,0.27859,-0.64565
0.036,0.055624,-0.04518,-0.010444,0.34668,0.30043,-0.64711
0.0361,0.056341,-0.043711,-0.01263,0.32582,0.32184,-0.64766
0.0362,0.056977,-0.042179,-0.014798,0.30449,0.3428,-0.64728
0.0363,0.057532,-0.040587,-0.016945,0.28273,0.36326,-0.64599
0.0364,0.058006,-0.038937,-0.019068,0.26056,0.38322,-0.64378
0.0365,0.058397,-0.037232,-0.021164,0.23803,0.40262,-0.64065
