t,ia,ib,ic,va,vb,vc
0.1064,-0.0030939,0.0034314,-0.00046071,-0.65325,0.65188,-0.24751
0.1065,-0.0027981,0.0039647,-8.0695e-05,-0.66182,0.76612,-0.15547
0.1066,-0.002549,0.0036101,-0.00023543,-0.64074,0.82368,-0.045774
0.1067,-0.0026782,0.0028018,-0.00055298,-0.62321,0.81085,-0.0525
0.1068,-0.0030533,0.0023306,-0.00044896,-0.64176,0.75762,-0.066222
0.1069,-0.003267,0.0027511,0.00010626,-0.72502,0.60069,-0.089185
0.107,-0.0032274,0.0035105,0.0006533,-0.73479,0.63632,-0.034613
0.1071,-0.0031545,0.0035141,0.00062984,-0.7135,0.75248,0.10217
0.1072,-0.0031634,0.0027839,0.00017721,-0.72684,0.73031,0.1319
0.1073,-0.0032442,0.0020755,5.7568e-05,-0.73173,0.7029,0.093959
0.1074,-0.003287,0.0020718,0.00057261,-0.7859,0.57262,0.066651
0.1075,-0.003309,0.0027597,0.0012687,-0.79442,0.49944,0.097386
0.1076,-0.0034636,0.0031069,0.0014628,-0.7457,0.6251,0.22707
0.1077,-0.003612,0.0026216,0.0010281,-0.77556,0.63664,0.30194
0.1078,-0.0035595,0.0018855,0.00066131,-0.80082,0.59069,0.26951
0.1079,-0.0033442,0.0015454,0.00097852,-0.83021,0.52486,0.22294
0.108,-0.0031803,0.0019111,0.0017295,-0.84618,0.39466,0.23061
0.1081,-0.0033924,0.0023999,0.0021557,-0.7626,0.45442,0.34099
0.1082,-0.0038146,0.0022183,0.0018827,-0.7633,0.52204,0.44196
0.1083,-0.0038855,0.0016149,0.0013786,-0.83049,0.45325,0.43779
0.1084,-0.0035054,0.0011605,0.0014089,-0.85166,0.41806,0.38382
0.1085,-0.0030466,0.0011734,0.0020669,-0.87229,0.31601,0.36052
0.1086,-0.0030566,0.0015326,0.0026565,-0.78575,0.2836,0.44676
0.1087,-0.0036283,0.0015614,0.0026052,-0.7165,0.37092,0.55635
0.1088,-0.0040185,0.0011548,0.0021301,-0.79842,0.31779,0.5752
0.1089,-0.0037165,0.00077895,0.0019207,-0.84422,0.25867,0.53809
0.109,-0.0030266,0.00062126,0.0023505,-0.86153,0.21857,0.49075
0.1091,-0.002658,0.00070948,0.0029792,-0.80457,0.14508,0.53834
0.1092,-0.0031061,0.00074321,0.003123,-0.66998,0.19395,0.6531
0.1093,-0.0038019,0.00048687,0.0027793,-0.70928,0.18216,0.68004
0.1094,-0.0038003,0.00025999,0.0024786,-0.79835,0.086096,0.65941
0.1095,-0.0030907,0.0001635,0.0026547,-0.81039,0.071682,0.61943
0.1096,-0.0023816,6.8356e-05,0.0031819,-0.78955,0.027809,0.61829
0.1097,-0.0024456,-6.5293e-05,0.0034372,-0.64518,0.022667,0.72569
0.1098,-0.0032028,-0.0003118,0.0032263,-0.59261,0.035698,0.76611
0.1099,-0.0035942,-0.00044622,0.0029652,-0.6998,-0.0682,0.7358
0.11,-0.0031051,-0.000359,0.0029941,-0.73018,-0.11224,0.72304
0.1101,-0.0022441,-0.00040538,0.0033372,-0.72203,-0.10444,0.69647
0.1102,-0.0018661,-0.00071136,0.0035942,-0.6199,-0.12193,0.76719
0.1103,-0.0023817,-0.001098,0.0034586,-0.48847,-0.11778,0.8346
0.1104,-0.003026,-0.0012677,0.0032629,-0.55671,-0.20205,0.78276
0.1105,-0.0028948,-0.0010457,0.0032888,-0.62195,-0.29075,0.77519
0.1106,-0.0021359,-0.00085778,0.0034876,-0.60695,-0.2701,0.76726
0.1107,-0.0014753,-0.0011467,0.0036601,-0.55909,-0.25407,0.78514
0.1108,-0.001563,-0.0017199,0.0035275,-0.41203,-0.25806,0.87044
0.1109,-0.0021797,-0.00207,0.0033273,-0.39534,-0.32388,0.82244
0.111,-0.0023775,-0.0018626,0.0034183,-0.48283,-0.43767,0.77312
0.1111,-0.0018852,-0.001424,0.0036098,-0.46901,-0.4473,0.8033
0.1112,-0.0011983,-0.0014717,0.0036788,-0.44092,-0.39656,0.79691
0.1113,-0.00092475,-0.0021047,0.0034962,-0.33901,-0.38019,0.85983
0.1114,-0.0012633,-0.0026985,0.0032173,-0.25124,-0.43335,0.85216
0.1115,-0.0015857,-0.0026737,0.0033041,-0.31745,-0.54978,0.74886
0.1116,-0.0013785,-0.002135,0.003601,-0.32233,-0.59984,0.77748
0.1117,-0.00087339,-0.0018396,0.0036611,-0.28003,-0.55194,0.79827
0.1118,-0.00047418,-0.0022954,0.0034124,-0.23374,-0.4977,0.81567
0.1119,-0.00047562,-0.0030642,0.0030147,-0.13265,-0.52178,0.84736
0.112,-0.00068319,-0.003325,0.0029732,-0.14502,-0.63578,0.72938
0.1121,-0.00063064,-0.0028767,0.003368,-0.1711,-0.71166,0.69672
0.1122,-0.00035274,-0.0023351,0.0035516,-0.10877,-0.68957,0.76416
0.1123,-7.1313e-05,-0.0024433,0.0032805,-0.080381,-0.62213,0.75948
0.1124,9.6616e-05,-0.0031731,0.0027856,-0.01855,-0.59743,0.78836
0.1125,0.00013013,-0.0037013,0.0025362,0.012392,-0.69255,0.71207
0.1126,0.00023136,-0.0034929,0.0028827,-0.016076,-0.78677,0.6009
0.1127,0.0003875,-0.0029037,0.0032607,0.048954,-0.78558,0.66844
0.1128,0.00044926,-0.0026706,0.0030835,0.10119,-0.73674,0.69529
0.1129,0.00053499,-0.0031421,0.0025357,0.11876,-0.67441,0.69
0.113,0.00073224,-0.003789,0.0020891,0.15152,-0.72111,0.66354
0.1131,0.0010189,-0.0038529,0.002239,0.13546,-0.8313,0.52113
0.1132,0.0012365,-0.0033884,0.002734,0.18674,-0.83856,0.52526
0.1133,0.0011653,-0.0029926,0.0027558,0.27527,-0.8083,0.60143
0.1134,0.0010085,-0.0031219,0.0022409,0.2844,-0.75456,0.57716
0.1135,0.0011402,-0.0036602,0.0016765,0.28845,-0.73617,0.56377
0.1136,0.0015869,-0.0039198,0.0015662,0.27564,-0.83771,0.45347
0.1137,0.0020181,-0.0036513,0.0020027,0.30668,-0.86518,0.37361
0.1138,0.0020058,-0.0032821,0.002246,0.41834,-0.8248,0.45848
0.1139,0.0016329,-0.003184,0.0018622,0.45574,-0.80604,0.46237
0.114,0.0014981,-0.0034616,0.0012642,0.43473,-0.75632,0.42501
0.1141,0.0019182,-0.0037436,0.00095625,0.40783,-0.80841,0.36328
0.1142,0.0025667,-0.0036317,0.0011954,0.41353,-0.86674,0.2457
0.1143,0.0027962,-0.0033836,0.0015439,0.52317,-0.80496,0.28089
0.1144,0.0023996,-0.0032665,0.001356,0.60182,-0.79681,0.3297
0.1145,0.0019545,-0.0033059,0.00081051,0.5848,-0.7749,0.27622
0.1146,0.0021136,-0.0034381,0.00041196,0.53975,-0.76175,0.23277
0.1147,0.0028286,-0.0033753,0.00043466,0.51053,-0.83056,0.13434
0.1148,0.0033654,-0.0032126,0.00073109,0.59586,-0.77583,0.10326
0.1149,0.003158,-0.0032104,0.00071301,0.70749,-0.72639,0.1686
0.115,0.0025468,-0.0032015,0.00027552,0.71381,-0.75499,0.13251
0.1151,0.0023421,-0.0031282,-0.0001224,0.6671,-0.71988,0.073204
0.1152,0.0028782,-0.0029789,-0.00022013,0.60854,-0.75272,0.011849
0.1153,0.0036108,-0.0028033,-6.565e-05,0.64552,-0.73651,-0.049402
0.1154,0.0037281,-0.002894,-2.8452e-05,0.7682,-0.63245,-0.0094995
0.1155,0.0031825,-0.0030303,-0.00034543,0.80531,-0.66624,-0.012963
0.1156,0.0026871,-0.0028716,-0.00069482,0.77257,-0.67394,-0.086802
0.1157,0.0028695,-0.0025548,-0.00080512,0.70591,-0.65375,-0.13506
0.1158,0.0035775,-0.0022649,-0.00075333,0.68472,-0.66595,-0.18544
0.1159,0.0039852,-0.002317,-0.00076625,0.79184,-0.54852,-0.1777
0.116,0.0036757,-0.0026426,-0.0010217,0.85544,-0.5207,-0.16456
0.1161,0.0031075,-0.0026144,-0.0013194,0.83374,-0.58883,-0.23361
0.1162,0.002944,-0.0021769,-0.0013835,0.78795,-0.55636,-0.29213
0.1163,0.0033948,-0.0017134,-0.0013248,0.7272,-0.55358,-0.32358
0.1164,0.0039202,-0.0015946,-0.0013979,0.78442,-0.47289,-0.32412
0.1165,0.0038935,-0.0019784,-0.0016795,0.86832,-0.36585,-0.31133
0.1166,0.0034467,-0.0022233,-0.0019654,0.85138,-0.43942,-0.36762
0.1167,0.0031063,-0.0018407,-0.0019874,0.82612,-0.45672,-0.43739
0.1168,0.0032273,-0.0012209,-0.0018406,0.76797,-0.41757,-0.46664
0.1169,0.0036466,-0.00087399,-0.0018837,0.76312,-0.37627,-0.4576
0.117,0.0037899,-0.0011231,-0.0022238,0.8472,-0.23916,-0.43856
0.1171,0.0035442,-0.0015877,-0.0025682,0.83616,-0.24645,-0.48748
0.1172,0.003249,-0.0014563,-0.0025969,0.80636,-0.325,-0.56123
0.1173,0.0031477,-0.00080223,-0.0023582,0.78573,-0.28185,-0.59763
0.1174,0.0033115,-0.0002494,-0.0022638,0.74048,-0.24435,-0.5881
0.1175,0.0034492,-0.00024117,-0.0025927,0.79273,-0.13507,-0.54698
0.1176,0.003343,-0.00072762,-0.0030477,0.80159,-0.058619,-0.58146
0.1177,0.0031969,-0.00091044,-0.0031532,0.74286,-0.14639,-0.66431
0.1178,0.0030939,-0.00039939,-0.0028746,0.74807,-0.14827,-0.70254
0.1179,0.0030387,0.00026095,-0.0026129,0.71488,-0.090337,-0.70415
0.118,0.0030102,0.00052096,-0.0028056,0.7177,-0.022633,-0.64971
0.1181,0.0028956,0.0002149,-0.0033307,0.74361,0.089264,-0.64601
0.1182,0.0028584,-0.00015696,-0.0035812,0.66297,0.056866,-0.73821
0.1183,0.0029168,7.5152e-05,-0.0033429,0.64935,0.0028182,-0.78164
0.1184,0.0028234,0.00069999,-0.002962,0.66285,0.060286,-0.78742
0.1185,0.0025986,0.0011215,-0.002935,0.63439,0.1147,-0.74653
0.1186,0.0023443,0.0010621,-0.0034083,0.6557,0.20769,-0.69328
0.1187,0.0022662,0.00071354,-0.0038172,0.58461,0.24037,-0.77141
0.1188,0.0024777,0.00069185,-0.0036888,0.51397,0.17619,-0.83893
0.1189,0.0025572,0.0011463,-0.0032743,0.55723,0.20306,-0.83106
0.119,0.0022629,0.0015938,-0.0030553,0.54581,0.26495,-0.8151
0.1191,0.0018173,0.001715,-0.0033404,0.54104,0.32361,-0.7422
0.1192,0.0015568,0.0015384,-0.0038228,0.49921,0.38182,-0.76501
0.1193,0.0017686,0.0014195,-0.0038589,0.3805,0.35075,-0.86193
0.1194,0.0020937,0.0016598,-0.0034829,0.39775,0.34465,-0.85013
0.1195,0.0019368,0.0020205,-0.0031587,0.43458,0.40578,-0.83388
0.1196,0.0013813,0.0021897,-0.0032192,0.41226,0.45124,-0.78445
0.1197,0.00088684,0.0021704,-0.0036351,0.39069,0.49415,-0.7424
0.1198,0.00090862,0.0021299,-0.0038168,0.26766,0.49349,-0.83707
0.1199,0.0013636,0.0022505,-0.0035257,0.21555,0.48317,-0.85243
0.12,0.0014952,0.0024634,-0.0031862,0.28238,0.53118,-0.80536
0.1201,0.0010091,0.0025638,-0.0030956,0.27692,0.57614,-0.79187
0.1202,0.00034142,0.0025858,-0.0033325,0.25481,0.59907,-0.72508
0.1203,7.3809e-05,0.0026713,-0.0035693,0.16398,0.59915,-0.76613
0.1204,0.000443,0.0028266,-0.0033875,0.049924,0.5978,-0.82663
0.1205,0.00083896,0.0029436,-0.0030635,0.094191,0.63968,-0.75702
0.1206,0.00059673,0.0029214,-0.0029311,0.12928,0.68331,-0.73976
0.1207,-8.6922e-05,0.0028519,-0.0030066,0.10187,0.70014,-0.70364
0.1208,-0.00060301,0.0029686,-0.0031742,0.047017,0.68339,-0.67906
0.1209,-0.00049751,0.0032538,-0.0030707,-0.081492,0.67296,-0.75356
0.121,-2.2237e-05,0.0034081,-0.0027677,-0.099995,0.72299,-0.7031
0.1211,4.4527e-05,0.0032896,-0.0026529,-0.039229,0.76773,-0.64069
0.1212,-0.00048025,0.0030683,-0.0026721,-0.054447,0.78103,-0.64652
0.1213,-0.0011052,0.0030716,-0.0027134,-0.091551,0.76061,-0.59798
0.1214,-0.0012894,0.003425,-0.0026187,-0.19337,0.71881,-0.63541
0.1215,-0.00094716,0.0037409,-0.002324,-0.26743,0.76216,-0.6341
0.1216,-0.00067938,0.003643,-0.0022042,-0.21851,0.82725,-0.52879
0.1217,-0.0009458,0.0032866,-0.0022747,-0.21019,0.83353,-0.53128
0.1218,-0.0014988,0.0030872,-0.0022519,-0.24394,0.81948,-0.5169
0.1219,-0.001859,0.0033514,-0.0020893,-0.30639,0.75681,-0.50053
0.122,-0.0017645,0.0038272,-0.0017787,-0.3969,0.75728,-0.52727
0.1221,-0.0014895,0.003892,-0.0016079,-0.38719,0.84719,-0.42584
0.1222,-0.0015269,0.0034937,-0.0017399,-0.36224,0.86057,-0.37598
0.1223,-0.0018939,0.0031011,-0.0017755,-0.39244,0.84196,-0.40506
0.1224,-0.0022578,0.0031406,-0.0015502,-0.43066,0.79059,-0.37234
0.1225,-0.0023517,0.0036301,-0.0011882,-0.50307,0.73224,-0.38327
0.1226,-0.0022225,0.0039287,-0.00092869,-0.52348,0.81228,-0.32253
0.1227,-0.0021871,0.0036259,-0.0010494,-0.49959,0.86275,-0.21796
0.1228,-0.0023599,0.0031193,-0.0012223,-0.52753,0.82623,-0.24705
0.1229,-0.0025843,0.0029131,-0.0010282,-0.55743,0.79662,-0.24735
0.123,-0.0027178,0.0032315,-0.00060091,-0.59988,0.71338,-0.22504
0.1231,-0.0027463,0.003684,-0.00024116,-0.62819,0.73148,-0.19775
0.1232,-0.0027876,0.003595,-0.00026418,-0.61025,0.82349,-0.081011
0.1233,-0.00288,0.0030881,-0.00053883,-0.63617,0.78804,-0.061968
0.1234,-0.0029397,0.0027137,-0.00049135,-0.67194,0.75313,-0.1026
0.1235,-0.002957,0.0027744,-5.233e-05,-0.69352,0.69492,-0.074662
0.1236,-0.0030168,0.0031901,0.00040262,-0.71154,0.63999,-0.048843
0.1237,-0.0031902,0.0033266,0.00052123,-0.68858,0.72859,0.042781
0.1238,-0.0033586,0.0029348,0.00025334,-0.70965,0.73296,0.11387
0.1239,-0.0033328,0.0025017,0.00011706,-0.76169,0.66715,0.07003
0.124,-0.0031748,0.0023569,0.00046095,-0.77369,0.64473,0.069448
0.1241,-0.0031181,0.0025746,0.00097518,-0.77972,0.56464,0.10596
0.1242,-0.0033262,0.002814,0.0012314,-0.74675,0.59125,0.17073
0.1243,-0.0036479,0.0026005,0.0010642,-0.74311,0.64694,0.2619
0.1244,-0.0036989,0.0021975,0.00081436,-0.8114,0.56553,0.25048
0.1245,-0.0034242,0.0019763,0.00098112,-0.83321,0.53887,0.21964
0.1246,-0.0031593,0.0019796,0.0014733,-0.828,0.49564,0.25117
0.1247,-0.0032437,0.0021366,0.0018293,-0.79121,0.45045,0.30532
0.1248,-0.0036631,0.0020676,0.0017965,-0.74861,0.51389,0.38785
0.1249,-0.0039097,0.0017504,0.0015469,-0.81297,0.4623,0.41093
0.125,-0.0036602,0.0015502,0.0015414,-0.86183,0.39306,0.37602
0.1251,-0.0032214,0.0014586,0.0019203,-0.84757,0.39526,0.38599
0.1252,-0.0030695,0.001438,0.0023167,-0.81834,0.3317,0.43342
0.1253,-0.0034134,0.0013828,0.0023932,-0.74557,0.34802,0.50454
0.1254,-0.0038534,0.0011487,0.0022123,-0.76816,0.34555,0.54133
0.1255,-0.0037871,0.0010037,0.0021257,-0.84871,0.2418,0.51816
0.1256,-0.0032932,0.00096302,0.0023551,-0.8389,0.24336,0.515
0.1257,-0.0029043,0.00082184,0.0027086,-0.81176,0.22373,0.54754
0.1258,-0.0030189,0.00064969,0.0028464,-0.73998,0.1835,0.60866
0.1259,-0.0035087,0.00043831,0.0027388,-0.7003,0.19916,0.64901
0.126,-0.0036889,0.00032347,0.0026548,-0.78491,0.10685,0.63128
0.1261,-0.0032944,0.00039003,0.0027808,-0.80176,0.059917,0.62799
0.1262,-0.0027757,0.00029389,0.0030396,-0.76477,0.090059,0.64803
0.1263,-0.0026156,-9.3759e-06,0.003179,-0.7173,0.043926,0.69259
0.1264,-0.0029585,-0.00030417,0.0031012,-0.63409,0.033202,0.73898
0.1265,-0.0033127,-0.00044313,0.0030419,-0.6766,-0.022571,0.71618
0.1266,-0.0031282,-0.00030497,0.0031554,-0.73144,-0.11539,0.70724
0.1267,-0.0026194,-0.000233,0.0033291,-0.68615,-0.082207,0.73415
0.1268,-0.0022692,-0.00054619,0.0034136,-0.65423,-0.083481,0.75522
0.1269,-0.0023543,-0.00097476,0.0033279,-0.57498,-0.12596,0.80101
0.127,-0.0027032,-0.0012081,0.0032531,-0.54971,-0.16,0.7853
0.1271,-0.0027282,-0.0010915,0.0033895,-0.6203,-0.26024,0.74919
0.1272,-0.002342,-0.00084795,0.0035599,-0.58871,-0.27122,0.78702
0.1273,-0.0019482,-0.0010002,0.0035804,-0.54479,-0.22578,0.80383
0.1274,-0.0018112,-0.001503,0.0034472,-0.50234,-0.26067,0.82902
0.1275,-0.001986,-0.0018857,0.0033086,-0.43155,-0.30198,0.83418
0.1276,-0.0021084,-0.0018717,0.0034321,-0.47302,-0.38283,0.7691
0.1277,-0.0018824,-0.0015567,0.0036698,-0.47495,-0.43804,0.79199
0.1278,-0.0015567,-0.0014729,0.0036776,-0.40724,-0.38842,0.83351
0.1279,-0.0013405,-0.0018925,0.0034821,-0.38998,-0.38303,0.82906
0.128,-0.0013058,-0.0024011,0.0032619,-0.32606,-0.42964,0.84672
0.1281,-0.001364,-0.0025477,0.0032913,-0.31304,-0.49468,0.78323
0.1282,-0.0012383,-0.0022829,0.0035846,-0.3393,-0.56681,0.75408
0.1283,-0.0010183,-0.0020162,0.0036777,-0.26413,-0.54713,0.82259
0.1284,-0.00086795,-0.0022188,0.0034428,-0.23435,-0.50809,0.8166
0.1285,-0.00072781,-0.0027408,0.0031383,-0.21346,-0.53555,0.81401
0.1286,-0.00062455,-0.0030466,0.0030331,-0.16398,-0.59491,0.7816
0.1287,-0.00048732,-0.0029112,0.0032913,-0.18144,-0.66386,0.70215
0.1288,-0.00032821,-0.0025939,0.0035144,-0.12642,-0.6726,0.75632
0.1289,-0.00029035,-0.002566,0.0033185,-0.059803,-0.63207,0.78699
0.129,-0.00021285,-0.0029515,0.002949,-0.068536,-0.62894,0.75035
0.1291,3.7967e-06,-0.0033427,0.0027177,-0.030328,-0.67299,0.74151
0.1292,0.00025848,-0.0033596,0.0028417,-0.018333,-0.73848,0.6546
0.1293,0.00045186,-0.0030996,0.0031453,0.011641,-0.75874,0.64732
0.1294,0.00042189,-0.0029418,0.0030781,0.10542,-0.73013,0.7193
0.1295,0.00033611,-0.0031206,0.0026843,0.10667,-0.7151,0.6771
0.1296,0.00052061,-0.0034666,0.0023632,0.10394,-0.73097,0.65205
0.1297,0.000894,-0.0035942,0.0023281,0.13467,-0.78705,0.6003
0.1298,0.0012044,-0.0034349,0.0025911,0.1536,-0.81473,0.53111
0.1299,0.0012198,-0.0032699,0.002675,0.24552,-0.78724,0.59829
0.13,0.00099675,-0.0032962,0.0023338,0.28813,-0.77894,0.59521
0.1301,0.0009961,-0.0034927,0.0019585,0.25626,-0.77784,0.53259
0.1302,0.0013779,-0.0036349,0.0018057,0.27166,-0.80632,0.51126
0.1303,0.0018333,-0.0035575,0.0019371,0.29313,-0.84421,0.42862
0.1304,0.0019901,-0.0034445,0.0020991,0.36654,-0.81042,0.44062
0.1305,0.0017439,-0.0034417,0.001877,0.44589,-0.79876,0.48533
0.1306,0.0015272,-0.0034926,0.0014866,0.41981,-0.81066,0.40938
0.1307,0.001762,-0.0035417,0.0012755,0.40372,-0.80531,0.37745
0.1308,0.0022783,-0.0034851,0.0012769,0.42241,-0.83911,0.32827
0.1309,0.0026161,-0.0034069,0.0014015,0.47332,-0.8143,0.28172
0.131,0.0024864,-0.0034579,0.0012984,0.56693,-0.77301,0.33458
0.1311,0.0021386,-0.0034762,0.00094226,0.57387,-0.80604,0.28913
0.1312,0.0021297,-0.0033893,0.00070996,0.53532,-0.79667,0.21909
0.1313,0.002568,-0.0032682,0.00065055,0.53749,-0.79811,0.20279
0.1314,0.0030359,-0.0031742,0.00067589,0.56944,-0.79564,0.14296
0.1315,0.0030928,-0.0032653,0.0006181,0.65508,-0.72478,0.15797
0.1316,0.0027627,-0.0033693,0.00033037,0.69446,-0.74569,0.15669
0.1317,0.0025482,-0.0032214,9.1828e-05,0.65726,-0.77157,0.065782
0.1318,0.0027812,-0.002976,3.7159e-05,0.64205,-0.73711,0.043819
0.1319,0.0032484,-0.0028058,9.2857e-07,0.65291,-0.74061,0.013084
0.132,0.0034815,-0.0028608,-9.5651e-05,0.71636,-0.67251,-0.012736
0.1321,0.0032849,-0.0030779,-0.00033561,0.77609,-0.64032,0.0024225
0.1322,0.0029854,-0.003012,-0.00056792,0.75284,-0.70397,-0.073591
0.1323,0.0029957,-0.0026597,-0.00059547,0.72907,-0.67254,-0.12819
0.1324,0.00333,-0.0023685,-0.00061157,0.72475,-0.64573,-0.12908
0.1325,0.0036357,-0.00232,-0.00076176,0.75755,-0.6089,-0.16141
0.1326,0.0035991,-0.0025619,-0.0010093,0.82071,-0.52612,-0.16203
0.1327,0.0033477,-0.0026727,-0.0012396,0.812,-0.57727,-0.20737
0.1328,0.0032271,-0.0023354,-0.0012582,0.78641,-0.59571,-0.28606
0.1329,0.0033647,-0.0019131,-0.0011959,0.78139,-0.53269,-0.28862
0.133,0.0036093,-0.0017257,-0.0013304,0.78277,-0.51212,-0.29646
0.1331,0.0036758,-0.0018805,-0.0016265,0.83295,-0.42419,-0.31268
0.1332,0.0035288,-0.0021348,-0.0018859,0.83793,-0.41275,-0.34255
0.1333,0.0034022,-0.0019514,-0.001917,0.80398,-0.48085,-0.42102
0.1334,0.0034018,-0.0014619,-0.0017827,0.80881,-0.42078,-0.4449
0.1335,0.0034947,-0.0011407,-0.0018217,0.79715,-0.37729,-0.43195
0.1336,0.0035496,-0.0011442,-0.0021279,0.81703,-0.32469,-0.44207
0.1337,0.0034782,-0.0014059,-0.0024496,0.83385,-0.25174,-0.46862
0.1338,0.0034205,-0.0014345,-0.0025293,0.78737,-0.31447,-0.53675
0.1339,0.0034072,-0.0010051,-0.0023645,0.79142,-0.30669,-0.57908
0.134,0.003361,-0.00058057,-0.0022726,0.79518,-0.22738,-0.56522
0.1341,0.0033032,-0.00044205,-0.0025048,0.78117,-0.19962,-0.5562
0.1342,0.0032253,-0.00059295,-0.0028829,0.79848,-0.11757,-0.57339
0.1343,0.0032166,-0.00074997,-0.0030423,0.75009,-0.12245,-0.63544
0.1344,0.0032854,-0.00048931,-0.0028926,0.72753,-0.16672,-0.68508
0.1345,0.0032161,-4.2577e-05,-0.0027054,0.75899,-0.085473,-0.6782
0.1346,0.0030203,0.000192,-0.0027974,0.7341,-0.044058,-0.66157
0.1347,0.0028445,0.00018568,-0.0031555,0.73141,0.0030825,-0.6576
0.1348,0.0028055,4.4842e-05,-0.0034103,0.69708,0.055133,-0.70689
0.1349,0.0029561,0.00012735,-0.0033208,0.6352,0.0070268,-0.76629
0.135,0.0029936,0.00050037,-0.0030881,0.67266,0.046804,-0.76171
0.1351,0.0027352,0.00077531,-0.0030422,0.67344,0.12092,-0.74563
0.1352,0.0024197,0.00085788,-0.0032973,0.6402,0.13796,-0.72906
0.1353,0.0022708,0.00082661,-0.003603,0.62053,0.19698,-0.74939
0.1354,0.0024096,0.00083791,-0.0036021,0.53851,0.19106,-0.8174
0.1355,0.0025984,0.0010793,-0.0033718,0.54006,0.18707,-0.81794
0.1356,0.0024224,0.0013315,-0.0032411,0.58157,0.26961,-0.79439
0.1357,0.0020042,0.0014308,-0.0033565,0.53863,0.29208,-0.78526
0.1358,0.0017004,0.0014916,-0.0036249,0.51347,0.31865,-0.77221
0.1359,0.0017232,0.0015524,-0.0037129,0.44249,0.35082,-0.82876
0.136,0.0019932,0.001701,-0.0035167,0.38843,0.33848,-0.85143
0.1361,0.0020017,0.0018848,-0.0033461,0.44542,0.39825,-0.80796
0.1362,0.0015928,0.0019448,-0.0033638,0.42874,0.44554,-0.80662
0.1363,0.0011596,0.002009,-0.0035269,0.38083,0.44276,-0.78709
0.1364,0.0010109,0.0021582,-0.0036439,0.33574,0.47345,-0.80392
0.1365,0.0012212,0.0023176,-0.0035034,0.24716,0.48213,-0.85103
0.1366,0.0014078,0.0024368,-0.003316,0.27067,0.51607,-0.80088
0.1367,0.0011424,0.0024328,-0.003296,0.29937,0.57556,-0.78106
0.1368,0.00065565,0.0024205,-0.0033597,0.2403,0.57197,-0.78456
0.1369,0.0003504,0.0025896,-0.0034262,0.20354,0.57383,-0.76153
0.137,0.00040524,0.0028331,-0.0033317,0.12196,0.5943,-0.80522
0.1371,0.00065,0.002959,-0.0031339,0.088878,0.62297,-0.77921
0.1372,0.00058244,0.0028997,-0.0031021,0.14008,0.67784,-0.71888
0.1373,0.00015763,0.0027796,-0.0031381,0.099234,0.68738,-0.74121
0.1374,-0.00022868,0.0028646,-0.003116,0.049838,0.66778,-0.71613
0.1375,-0.00034546,0.0031645,-0.0030155,-0.00078348,0.67328,-0.71968
0.1376,-0.00018483,0.003381,-0.002815,-0.072539,0.70376,-0.72955
0.1377,-0.0001037,0.0033221,-0.0027546,-0.042087,0.75614,-0.64514
0.1378,-0.00038186,0.0031086,-0.0028235,-0.044273,0.77391,-0.64563
0.1379,-0.00076195,0.0030481,-0.0027584,-0.10802,0.75076,-0.65688
0.138,-0.00097791,0.0033004,-0.0025949,-0.13953,0.73338,-0.61933
0.1381,-0.00096353,0.0036206,-0.0023837,-0.20649,0.74911,-0.63611
0.1382,-0.00086855,0.0036461,-0.0022715,-0.21951,0.80564,-0.56972
0.1383,-0.0009974,0.0033923,-0.0023685,-0.19779,0.83008,-0.51686
0.1384,-0.0012891,0.0031903,-0.002351,-0.25614,0.80689,-0.5581
0.1385,-0.0015096,0.0032987,-0.002123,-0.29097,0.78157,-0.52146
0.1386,-0.0016065,0.0036398,-0.0018678,-0.32815,0.76792,-0.50548
0.1387,-0.0016,0.0038034,-0.001698,-0.37069,0.81513,-0.47805
0.1388,-0.0016593,0.0035881,-0.0017704,-0.35338,0.85802,-0.38627
0.1389,-0.0018454,0.0032899,-0.0018507,-0.39001,0.82993,-0.41103
0.139,-0.0019976,0.0032349,-0.0016294,-0.44021,0.80443,-0.41717
0.1391,-0.0020999,0.0034791,-0.0013053,-0.45283,0.77613,-0.36349
0.1392,-0.0021924,0.0037386,-0.0010794,-0.49034,0.78725,-0.35209
0.1393,-0.0022919,0.0036416,-0.0010771,-0.49361,0.84746,-0.26802
0.1394,-0.0024178,0.0033161,-0.0012225,-0.51182,0.82704,-0.23803
0.1395,-0.0024787,0.0031352,-0.0011029,-0.56979,0.78907,-0.2822
0.1396,-0.0024998,0.0032222,-0.00073594,-0.57857,0.7701,-0.23053
0.1397,-0.002609,0.0034651,-0.00044311,-0.59168,0.74158,-0.19681
0.1398,-0.0027891,0.0035026,-0.00035766,-0.6053,0.79031,-0.14717
0.1399,-0.0029443,0.0032222,-0.00049163,-0.61539,0.80016,-0.073502
0.14,-0.0029587,0.0029764,-0.00050275,-0.67236,0.73917,-0.11125
0.1401,-0.0028637,0.0029362,-0.00017377,-0.69256,0.72979,-0.099785
0.1402,-0.0028819,0.0030571,0.00018028,-0.68319,0.69519,-0.036389
0.1403,-0.0030937,0.0031548,0.00033816,-0.68878,0.69609,-0.0071805
0.1404,-0.0033378,0.0029765,0.00027509,-0.69367,0.73634,0.068269
0.1405,-0.0033871,0.0027163,0.00018177,-0.7445,0.6733,0.074093
