"Time in s";"Phase Current A/Terminal j in kA";"Phase Current B/Terminal j in kA";"Phase Current C/Terminal j in kA";"Phase Voltage B/Terminal j in p.u.";"Phase Voltage C/Terminal j in p.u.";"Phase Voltage A/Terminal j in p.u."
-0,030200;0,199287;-0,032794;-0,166493;-0,070492;0,910203;-0,839711
-0,030100;0,196236;-0,024811;-0,171425;-0,108521;0,926295;-0,817774
-0,030000;0,192906;-0,016793;-0,176113;-0,146395;0,941071;-0,794675
-0,029900;0,189302;-0,008751;-0,180551;-0,184062;0,954509;-0,770447
-0,029800;0,185429;-0,000697;-0,184732;-0,221467;0,966591;-0,745124
-0,029700;0,181293;0,007359;-0,188651;-0,258557;0,977299;-0,718742
-0,029600;0,176898;0,015404;-0,192302;-0,295280;0,986618;-0,691338
-0,029500;0,172253;0,023427;-0,195680;-0,331583;0,994536;-0,662952
-0,029400;0,167363;0,031416;-0,198779;-0,367415;1,001040;-0,633624
-0,029300;0,162234;0,039361;-0,201596;-0,402725;1,006121;-0,603396
-0,029200;0,156876;0,047251;-0,204126;-0,437463;1,009773;-0,572310
-0,029100;0,151294;0,055073;-0,206367;-0,471579;1,011990;-0,540411
-0,029000;0,145498;0,062816;-0,208314;-0,505025;1,012769;-0,507744
-0,028900;0,139494;0,070471;-0,209965;-0,537753;1,012108;-0,474355
-0,028800;0,133293;0,078025;-0,211318;-0,569717;1,010010;-0,440292
-0,028700;0,126902;0,085469;-0,212370;-0,600871;1,006476;-0,405604
-0,028600;0,120330;0,092791;-0,213121;-0,631172;1,001511;-0,370339
-0,028500;0,113588;0,099981;-0,213569;-0,660576;0,995124;-0,334548
-0,028400;0,106684;0,107029;-0,213713;-0,689041;0,987322;-0,298282
-0,028300;0,099629;0,113925;-0,213554;-0,716526;0,978118;-0,261591
-0,028200;0,092432;0,120659;-0,213091;-0,742994;0,967523;-0,224529
-0,028100;0,085104;0,127221;-0,212325;-0,768405;0,955554;-0,187148
-0,028000;0,077654;0,133603;-0,211258;-0,792725;0,942226;-0,149501
-0,027900;0,070095;0,139795;-0,209890;-0,815918;0,927560;-0,111642
-0,027800;0,062436;0,145788;-0,208224;-0,837952;0,911576;-0,073624
-0,027700;0,054688;0,151574;-0,206262;-0,858795;0,894296;-0,035501
-0,027600;0,046862;0,157145;-0,204007;-0,878418;0,875745;0,002673
-0,027500;0,038970;0,162493;-0,201463;-0,896792;0,855950;0,040842
-0,027400;0,031022;0,167609;-0,198631;-0,913892;0,834938;0,078953
-0,027300;0,023031;0,172487;-0,195518;-0,929693;0,812740;0,116953
-0,027200;0,015006;0,177121;-0,192127;-0,944173;0,789388;0,154786
-0,027100;0,006961;0,181502;-0,188463;-0,957312;0,764913;0,192399
-0,027000;-0,001095;0,185626;-0,184531;-0,969089;0,739351;0,229738
-0,026900;-0,009149;0,189485;-0,180336;-0,979490;0,712739;0,266751
-0,026800;-0,017190;0,193076;-0,175886;-0,988499;0,685114;0,303386
-0,026700;-0,025207;0,196392;-0,171185;-0,996103;0,656515;0,339589
-0,026600;-0,033187;0,199429;-0,166241;-1,002292;0,626983;0,375309
-0,026500;-0,041121;0,202183;-0,161061;-1,007057;0,596560;0,410496
-0,026400;-0,048996;0,204649;-0,155653;-1,010390;0,565290;0,445100
-0,026300;-0,056802;0,206824;-0,150022;-1,012287;0,533216;0,479071
-0,026200;-0,064527;0,208706;-0,144179;-1,012746;0,500385;0,512361
-0,026100;-0,072160;0,210291;-0,138131;-1,011766;0,466842;0,544924
-0,026000;-0,079691;0,211577;-0,131887;-1,009348;0,432636;0,576712
-0,025900;-0,087108;0,212563;-0,125455;-1,005496;0,397816;0,607680
-0,025800;-0,094402;0,213246;-0,118844;-1,000215;0,362429;0,637785
-0,025700;-0,101561;0,213626;-0,112065;-0,993512;0,326528;0,666984
-0,025600;-0,108576;0,213703;-0,105127;-0,985398;0,290163;0,695234
-0,025500;-0,115437;0,213476;-0,098039;-0,975883;0,253386;0,722497
-0,025400;-0,122134;0,212946;-0,090812;-0,964982;0,216248;0,748733
-0,025300;-0,128657;0,212113;-0,083456;-0,952709;0,178803;0,773905
-0,025200;-0,134997;0,210979;-0,075982;-0,939082;0,141104;0,797978
-0,025100;-0,141146;0,209545;-0,068399;-0,924121;0,103205;0,820916
-0,025000;-0,147094;0,207813;-0,060719;-0,907847;0,065159;0,842688
-0,024900;-0,152833;0,205786;-0,052953;-0,890282;0,027020;0,863262
-0,024800;-0,158355;0,203466;-0,045112;-0,871453;-0,011157;0,882610
-0,024700;-0,163651;0,200857;-0,037206;-0,851385;-0,049318;0,900703
-0,024600;-0,168715;0,197963;-0,029248;-0,830107;-0,087409;0,917516
-0,024500;-0,173540;0,194788;-0,021248;-0,807650;-0,125376;0,933026
-0,024400;-0,178118;0,191335;-0,013218;-0,784044;-0,163165;0,947209
-0,024300;-0,182442;0,187611;-0,005169;-0,759325;-0,200722;0,960047
-0,024200;-0,186508;0,183620;0,002887;-0,733527;-0,237994;0,971520
-0,024100;-0,190308;0,179369;0,010940;-0,706686;-0,274927;0,981613
-0,024000;-0,193838;0,174862;0,018976;-0,678841;-0,311470;0,990311
-0,023900;-0,197093;0,170107;0,026986;-0,650031;-0,347570;0,997601
-0,023800;-0,200067;0,165110;0,034957;-0,620298;-0,383176;1,003474
-0,023700;-0,202757;0,159878;0,042879;-0,589683;-0,418238;1,007921
-0,023600;-0,205159;0,154419;0,050740;-0,558230;-0,452705;1,010936
-0,023500;-0,207269;0,148741;0,058528;-0,525984;-0,486529;1,012514
-0,023400;-0,209085;0,142852;0,066234;-0,492991;-0,519662;1,012653
-0,023300;-0,210604;0,136759;0,073845;-0,459297;-0,552056;1,011353
-0,023200;-0,211824;0,130472;0,081351;-0,424950;-0,583666;1,008616
-0,023100;-0,212742;0,124000;0,088742;-0,389999;-0,614446;1,004445
-0,023000;-0,213358;0,117351;0,096007;-0,354494;-0,644353;0,998848
-0,022900;-0,213671;0,110536;0,103135;-0,318485;-0,673345;0,991830
-0,022800;-0,213680;0,103564;0,110117;-0,282024;-0,701380;0,983404
-0,022700;-0,213386;0,096444;0,116942;-0,245162;-0,728417;0,973580
-0,022600;-0,212789;0,089188;0,123601;-0,207952;-0,754420;0,962372
-0,022500;-0,211889;0,081804;0,130084;-0,170446;-0,779351;0,949797
-0,022400;-0,210687;0,074305;0,136383;-0,132698;-0,803174;0,935872
-0,022300;-0,209187;0,066699;0,142488;-0,094761;-0,825856;0,920617
-0,022200;-0,207389;0,058999;0,148390;-0,056690;-0,847364;0,904054
-0,022100;-0,205297;0,051216;0,154081;-0,018538;-0,867668;0,886206
-0,022000;-0,202913;0,043359;0,159554;0,019640;-0,886740;0,867099
-0,021900;-0,200240;0,035441;0,164799;0,057791;-0,904551;0,846760
-0,021800;-0,197283;0,027472;0,169811;0,095859;-0,921076;0,825217
-0,021700;-0,194045;0,019465;0,174581;0,133791;-0,936293;0,802502
-0,021600;-0,190532;0,011429;0,179103;0,171533;-0,950179;0,778646
-0,021500;-0,186748;0,003378;0,183371;0,209031;-0,962715;0,753684
-0,021400;-0,182699;-0,004679;0,187378;0,246232;-0,973883;0,727651
-0,021300;-0,178390;-0,012728;0,191118;0,283083;-0,983667;0,700584
-0,021200;-0,173827;-0,020760;0,194587;0,319532;-0,992053;0,672521
-0,021100;-0,169018;-0,028762;0,197780;0,355527;-0,999029;0,643502
-0,021000;-0,163968;-0,036723;0,200692;0,391017;-1,004586;0,613569
-0,020900;-0,158686;-0,044633;0,203318;0,425951;-1,008715;0,582764
-0,020800;-0,153177;-0,052478;0,205655;0,460279;-1,011410;0,551131
-0,020700;-0,147451;-0,060249;0,207701;0,493954;-1,012669;0,518715
-0,020600;-0,141516;-0,067935;0,209451;0,526926;-1,012488;0,485562
-0,020500;-0,135380;-0,075524;0,210903;0,559150;-1,010869;0,451718
-0,020400;-0,129051;-0,083005;0,212056;0,590579;-1,007813;0,417233
-0,020300;-0,122538;-0,090369;0,212907;0,621169;-1,003324;0,382155
-0,020200;-0,115852;-0,097604;0,213456;0,650877;-0,997410;0,346534
-0,020100;-0,109001;-0,104701;0,213702;0,679659;-0,990079;0,310420
-0,020000;-0,101995;-0,111649;0,213643;0,707476;-0,981341;0,273865
-0,019900;-0,094844;-0,118438;0,213282;0,734287;-0,971208;0,236921
-0,019800;-0,087558;-0,125058;0,212617;0,760054;-0,959695;0,199641
-0,019700;-0,080148;-0,131502;0,211650;0,784742;-0,946818;0,162076
-0,019600;-0,072624;-0,137758;0,210382;0,808314;-0,932596;0,124282
-0,019500;-0,064997;-0,143818;0,208815;0,830738;-0,917049;0,086310
-0,019400;-0,057277;-0,149674;0,206952;0,851982;-0,900198;0,048216
-0,019300;-0,049476;-0,155318;0,204794;0,872014;-0,882068;0,010054
-0,019200;-0,041605;-0,160740;0,202345;0,890807;-0,862685;-0,028123
-0,019100;-0,033675;-0,165935;0,199609;0,908335;-0,842075;-0,066260
-0,019000;-0,025696;-0,170893;0,196589;0,924572;-0,820269;-0,104302
-0,018900;-0,017681;-0,175609;0,193290;0,939494;-0,797298;-0,142197
-0,018800;-0,009641;-0,180075;0,189716;0,953082;-0,773193;-0,179889
-0,018700;-0,001588;-0,184285;0,185873;0,965316;-0,747990;-0,217326
-0,018600;0,006468;-0,188233;0,181765;0,976177;-0,721724;-0,254454
-0,018500;0,014515;-0,191914;0,177400;0,985652;-0,694432;-0,291220
-0,018400;0,022541;-0,195322;0,172782;0,993725;-0,666153;-0,327572
-0,018300;0,030535;-0,198453;0,167918;1,000387;-0,636928;-0,363459
-0,018200;0,038485;-0,201301;0,162816;1,005627;-0,606797;-0,398830
-0,018100;0,046381;-0,203864;0,157482;1,009438;-0,575805;-0,433633
-0,018000;0,054212;-0,206137;0,151925;1,011814;-0,543994;-0,467821
-0,017900;0,061965;-0,208116;0,146152;1,012753;-0,511410;-0,501343
-0,017800;0,069630;-0,209801;0,140171;1,012252;-0,478099;-0,534154
-0,017700;0,077196;-0,211187;0,133991;1,010313;-0,444109;-0,566205
-0,017600;0,084652;-0,212272;0,127621;1,006939;-0,409487;-0,597451
-0,017500;0,091988;-0,213057;0,121069;1,002133;-0,374284;-0,627849
-0,017400;0,099193;-0,213538;0,114345;0,995903;-0,338549;-0,657354
-0,017300;0,106258;-0,213716;0,107458;0,988258;-0,302333;-0,685925
-0,017200;0,113171;-0,213590;0,100419;0,979209;-0,265687;-0,713522
-0,017100;0,119924;-0,213161;0,093238;0,968768;-0,228664;-0,740104
-0,017000;0,126506;-0,212429;0,085923;0,956951;-0,191315;-0,765635
-0,016900;0,132908;-0,211395;0,078487;0,943773;-0,153695;-0,790078
-0,016800;0,139122;-0,210061;0,070939;0,929255;-0,115857;-0,813398
-0,016700;0,145137;-0,208428;0,063290;0,913416;-0,077854;-0,835562
-0,016600;0,150947;-0,206499;0,055552;0,896279;-0,039740;-0,856539
-0,016500;0,156542;-0,204276;0,047734;0,877868;-0,001569;-0,876299
-0,016400;0,161915;-0,201763;0,039849;0,858210;0,036603;-0,894813
-0,016300;0,167057;-0,198964;0,031907;0,837332;0,074724;-0,912056
-0,016200;0,171962;-0,195881;0,023919;0,815264;0,112738;-0,928002
-0,016100;0,176623;-0,192521;0,015898;0,792038;0,150592;-0,942630
-0,016000;0,181033;-0,188886;0,007854;0,767686;0,188232;-0,955919
-0,015900;0,185185;-0,184984;-0,000201;0,742243;0,225605;-0,967848
-0,015800;0,189075;-0,180818;-0,008256;0,715746;0,262657;-0,978403
-0,015700;0,192695;-0,176396;-0,016299;0,688231;0,299336;-0,987567
-0,015600;0,196042;-0,171723;-0,024319;0,659739;0,335589;-0,995328
-0,015500;0,199110;-0,166806;-0,032305;0,630309;0,371366;-1,001675
-0,015400;0,201896;-0,161651;-0,040244;0,599983;0,406615;-1,006598
-0,015300;0,204394;-0,156267;-0,048127;0,568804;0,441286;-1,010090
-0,015200;0,206602;-0,150661;-0,055940;0,536818;0,475330;-1,012147
-0,015100;0,208516;-0,144841;-0,063675;0,504068;0,508698;-1,012766
-0,015000;0,210134;-0,138815;-0,071319;0,470602;0,541344;-1,011946
-0,014900;0,211454;-0,132592;-0,078861;0,436468;0,573220;-1,009687
-0,014800;0,212473;-0,126181;-0,086292;0,401713;0,604281;-1,005994
-0,014700;0,213190;-0,119590;-0,093600;0,366387;0,634484;-1,000872
-0,014600;0,213604;-0,112829;-0,100775;0,330541;0,663786;-0,994326
-0,014500;0,213714;-0,105908;-0,107806;0,294225;0,692144;-0,986368
-0,014400;0,213521;-0,098836;-0,114685;0,257490;0,719518;-0,977009
-0,014300;0,213024;-0,091624;-0,121400;0,220390;0,745870;-0,966261
-0,014200;0,212225;-0,084282;-0,127943;0,182977;0,771162;-0,954139
-0,014100;0,211124;-0,076820;-0,134305;0,145304;0,795359;-0,940662
-0,014000;0,209723;-0,069248;-0,140475;0,107424;0,818425;-0,925848
-0,013900;0,208024;-0,061579;-0,146446;0,069391;0,840328;-0,909719
-0,013800;0,206030;-0,053821;-0,152208;0,031260;0,861036;-0,892297
-0,013700;0,203742;-0,045988;-0,157755;-0,006915;0,880522;-0,873606
-0,013600;0,201165;-0,038089;-0,163077;-0,045081;0,898755;-0,853674
-0,013500;0,198303;-0,030136;-0,168167;-0,083183;0,915712;-0,832530
-0,013400;0,195158;-0,022140;-0,173018;-0,121166;0,931368;-0,810202
-0,013300;0,191736;-0,014112;-0,177624;-0,158977;0,945700;-0,786722
-0,013200;0,188042;-0,006065;-0,181977;-0,196563;0,958688;-0,762125
-0,013100;0,184080;0,001991;-0,186072;-0,233869;0,970313;-0,736445
-0,013000;0,179857;0,010045;-0,189902;-0,270842;0,980560;-0,709718
-0,012900;0,175379;0,018084;-0,193462;-0,307431;0,989414;-0,681983
-0,012800;0,170651;0,026097;-0,196747;-0,343583;0,996861;-0,653278
-0,012700;0,165680;0,034073;-0,199753;-0,379246;1,002892;-0,623646
-0,012600;0,160474;0,042001;-0,202475;-0,414371;1,007498;-0,593126
-0,012500;0,155040;0,049869;-0,204909;-0,448907;1,010672;-0,561765
-0,012400;0,149386;0,057666;-0,207052;-0,482805;1,012409;-0,529604
-0,012300;0,143519;0,065381;-0,208901;-0,516017;1,012708;-0,496692
-0,012200;0,137449;0,073004;-0,210453;-0,548495;1,011568;-0,463073
-0,012100;0,131183;0,080522;-0,211706;-0,580194;1,008991;-0,428796
-0,012000;0,124731;0,087927;-0,212657;-0,611069;1,004979;-0,393910
-0,011900;0,118101;0,095206;-0,213307;-0,641075;0,999540;-0,358464
-0,011800;0,111304;0,102350;-0,213654;-0,670171;0,992680;-0,322509
-0,011700;0,104348;0,109348;-0,213697;-0,698314;0,984409;-0,286096
-0,011600;0,097245;0,116191;-0,213436;-0,725464;0,974740;-0,249276
-0,011500;0,090003;0,122870;-0,212872;-0,751584;0,963685;-0,212101
-0,011400;0,082633;0,129373;-0,212006;-0,776635;0,951261;-0,174626
-0,011300;0,075146;0,135692;-0,210838;-0,800583;0,937485;-0,136902
-0,011200;0,067551;0,141819;-0,209371;-0,823394;0,922377;-0,098983
-0,011100;0,059861;0,147744;-0,207606;-0,845034;0,905958;-0,060924
-0,011000;0,052086;0,153460;-0,205546;-0,865473;0,888252;-0,022779
-0,010900;0,044237;0,158957;-0,203194;-0,884683;0,869283;0,015399
-0,010800;0,036325;0,164228;-0,200553;-0,902635;0,849079;0,053556
-0,010700;0,028361;0,169266;-0,197627;-0,919305;0,827669;0,091636
-0,010600;0,020357;0,174063;-0,194421;-0,934668;0,805082;0,129585
-0,010500;0,012325;0,178613;-0,190938;-0,948703;0,781352;0,167351
-0,010400;0,004274;0,182910;-0,187184;-0,961390;0,756511;0,204879
-0,010300;-0,003782;0,186946;-0,183164;-0,972710;0,730595;0,242116
-0,010200;-0,011833;0,190716;-0,178883;-0,982649;0,703641;0,279008
-0,010100;-0,019868;0,194216;-0,174348;-0,991191;0,675686;0,315504
-0,010000;-0,027874;0,197440;-0,169566;-0,998324;0,646772;0,351552
-0,009900;-0,035840;0,200383;-0,164542;-1,004039;0,616939;0,387100
-0,009800;-0,043756;0,203041;-0,159285;-1,008327;0,586228;0,422098
-0,009700;-0,051609;0,205411;-0,153802;-1,011182;0,554685;0,456497
-0,009600;-0,059389;0,207488;-0,148099;-1,012600;0,522354;0,490246
-0,009500;-0,067085;0,209271;-0,142187;-1,012579;0,489280;0,523299
-0,009400;-0,074685;0,210757;-0,136072;-1,011120;0,455511;0,555609
-0,009300;-0,082179;0,211943;-0,129764;-1,008223;0,421095;0,587128
-0,009200;-0,089556;0,212828;-0,123272;-1,003894;0,386080;0,617814
-0,009100;-0,096806;0,213410;-0,116604;-0,998138;0,350516;0,647621
-0,009000;-0,103919;0,213690;-0,109771;-0,990963;0,314455;0,676508
-0,008900;-0,110884;0,213665;-0,102781;-0,982381;0,277947;0,704434
-0,008800;-0,117691;0,213337;-0,095646;-0,972402;0,241043;0,731359
-0,008700;-0,124331;0,212706;-0,088375;-0,961042;0,203797;0,757244
-0,008600;-0,130794;0,211772;-0,080978;-0,948316;0,166262;0,782054
-0,008500;-0,137072;0,210538;-0,073466;-0,934242;0,128490;0,805752
-0,008400;-0,143155;0,209004;-0,065849;-0,918841;0,090536;0,828305
-0,008300;-0,149034;0,207173;-0,058139;-0,902134;0,052453;0,849681
-0,008200;-0,154701;0,205048;-0,050347;-0,884145;0,014295;0,869849
-0,008100;-0,160149;0,202632;-0,042483;-0,864899;-0,023882;0,888782
-0,008000;-0,165369;0,199927;-0,034558;-0,844425;-0,062026;0,906451
-0,007900;-0,170354;0,196939;-0,026585;-0,822750;-0,100082;0,922832
-0,007800;-0,175097;0,193670;-0,018573;-0,799907;-0,137996;0,937902
-0,007700;-0,179591;0,190127;-0,010536;-0,775926;-0,175713;0,951639
-0,007600;-0,183830;0,186313;-0,002483;-0,750843;-0,213181;0,964024
-0,007500;-0,187808;0,182234;0,005574;-0,724693;-0,250346;0,975039
-0,007400;-0,191519;0,177897;0,013622;-0,697513;-0,287155;0,984668
-0,007300;-0,194957;0,173306;0,021651;-0,669342;-0,323556;0,992898
-0,007200;-0,198119;0,168470;0,029649;-0,640220;-0,359497;0,999717
-0,007100;-0,200999;0,163394;0,037605;-0,610188;-0,394927;1,005115
-0,007000;-0,203593;0,158086;0,045508;-0,579289;-0,429796;1,009085
-0,006900;-0,205899;0,152553;0,053346;-0,547567;-0,464054;1,011621
-0,006800;-0,207911;0,146803;0,061108;-0,515066;-0,497653;1,012720
-0,006700;-0,209628;0,140845;0,068783;-0,481834;-0,530545;1,012379
-0,006600;-0,211047;0,134686;0,076361;-0,447917;-0,562683;1,010600
-0,006500;-0,212167;0,128336;0,083830;-0,413363;-0,594021;1,007384
-0,006400;-0,212984;0,121804;0,091180;-0,378222;-0,624515;1,002738
-0,006300;-0,213500;0,115099;0,098401;-0,342544;-0,654122;0,996666
-0,006200;-0,213711;0,108230;0,105481;-0,306379;-0,682799;0,989177
-0,006100;-0,213619;0,101207;0,112412;-0,269778;-0,710505;0,980283
-0,006000;-0,213224;0,094041;0,119183;-0,232794;-0,737202;0,969997
-0,005900;-0,212525;0,086741;0,125784;-0,195479;-0,762852;0,958331
-0,005800;-0,211525;0,079317;0,132207;-0,157887;-0,787417;0,945304
-0,005700;-0,210223;0,071781;0,138442;-0,120070;-0,810864;0,930933
-0,005600;-0,208624;0,064143;0,144480;-0,082082;-0,833158;0,915240
-0,005500;-0,206727;0,056414;0,150313;-0,043978;-0,854268;0,898246
-0,005400;-0,204537;0,048604;0,155933;-0,005811;-0,874164;0,879975
-0,005300;-0,202056;0,040726;0,161330;0,032364;-0,892818;0,860454
-0,005200;-0,199288;0,032790;0,166499;0,070493;-0,910203;0,839711
-0,005100;-0,196237;0,024807;0,171431;0,108522;-0,926295;0,817774
-0,005000;-0,192907;0,016788;0,176119;0,146396;-0,941071;0,794675
-0,004900;-0,189303;0,008746;0,180557;0,184063;-0,954509;0,770446
-0,004800;-0,185430;0,000692;0,184738;0,221468;-0,966591;0,745123
-0,004700;-0,181293;-0,007364;0,188657;0,258558;-0,977299;0,718741
-0,004600;-0,176899;-0,015409;0,192308;0,295281;-0,986618;0,691337
-0,004500;-0,172253;-0,023432;0,195685;0,331584;-0,994536;0,662951
-0,004400;-0,167363;-0,031422;0,198785;0,367416;-1,001040;0,633623
-0,004300;-0,162235;-0,039367;0,201602;0,402726;-1,006121;0,603395
-0,004200;-0,156876;-0,047256;0,204132;0,437464;-1,009773;0,572309
-0,004100;-0,151294;-0,055079;0,206373;0,471580;-1,011990;0,540410
-0,004000;-0,145497;-0,062822;0,208320;0,505026;-1,012768;0,507743
-0,003900;-0,139494;-0,070477;0,209971;0,537754;-1,012108;0,474354
-0,003800;-0,133292;-0,078032;0,211323;0,569718;-1,010009;0,440292
-0,003700;-0,126901;-0,085475;0,212376;0,600872;-1,006475;0,405603
-0,003600;-0,120329;-0,092797;0,213126;0,631173;-1,001511;0,370338
-0,003500;-0,113587;-0,099987;0,213574;0,660576;-0,995124;0,334547
-0,003400;-0,106683;-0,107036;0,213718;0,689041;-0,987322;0,298281
-0,003300;-0,099627;-0,113932;0,213559;0,716527;-0,978117;0,261591
-0,003200;-0,092430;-0,120666;0,213096;0,742994;-0,967523;0,224529
-0,003100;-0,085102;-0,127228;0,212330;0,768406;-0,955553;0,187147
-0,003000;-0,077652;-0,133610;0,211263;0,792726;-0,942226;0,149500
-0,002900;-0,070093;-0,139802;0,209895;0,815919;-0,927559;0,111641
-0,002800;-0,062433;-0,145796;0,208229;0,837952;-0,911575;0,073623
-0,002700;-0,054685;-0,151582;0,206267;0,858795;-0,894295;0,035500
-0,002600;-0,046859;-0,157152;0,204012;0,878418;-0,875744;-0,002673
-0,002500;-0,038967;-0,162500;0,201467;0,896792;-0,855949;-0,040843
-0,002400;-0,031019;-0,167616;0,198636;0,913892;-0,834938;-0,078954
-0,002300;-0,023028;-0,172495;0,195522;0,929693;-0,812740;-0,116954
-0,002200;-0,015003;-0,177128;0,192131;0,944173;-0,789387;-0,154787
-0,002100;-0,006957;-0,181509;0,188467;0,957312;-0,764912;-0,192400
-0,002000;0,001099;-0,185633;0,184534;0,969090;-0,739350;-0,229739
-0,001900;0,009153;-0,189493;0,180340;0,979490;-0,712738;-0,266752
-0,001800;0,017194;-0,193083;0,175889;0,988499;-0,685113;-0,303386
-0,001700;0,025211;-0,196399;0,171188;0,996103;-0,656514;-0,339589
-0,001600;0,033192;-0,199436;0,166245;1,002292;-0,626982;-0,375310
-0,001500;0,041126;-0,202190;0,161064;1,007056;-0,596559;-0,410497
-0,001400;0,049001;-0,204656;0,155655;1,010390;-0,565289;-0,445101
-0,001300;0,056807;-0,206832;0,150025;1,012287;-0,533215;-0,479072
-0,001200;0,064532;-0,208713;0,144182;1,012746;-0,500384;-0,512362
-0,001100;0,072165;-0,210298;0,138133;1,011766;-0,466841;-0,544925
-0,001000;0,079696;-0,211584;0,131889;1,009348;-0,432635;-0,576713
-0,000900;0,087113;-0,212570;0,125457;1,005495;-0,397814;-0,607681
-0,000800;0,094407;-0,213253;0,118846;1,000214;-0,362428;-0,637786
-0,000700;0,101566;-0,213633;0,112067;0,993512;-0,326527;-0,666984
-0,000600;0,108582;-0,213710;0,105128;0,985397;-0,290162;-0,695235
-0,000500;0,115443;-0,213483;0,098041;0,975882;-0,253385;-0,722498
-0,000400;0,122139;-0,212953;0,090813;0,964981;-0,216247;-0,748734
-0,000300;0,128663;-0,212120;0,083457;0,952708;-0,178802;-0,773906
-0,000200;0,135003;-0,210985;0,075982;0,939082;-0,141103;-0,797978
-0,000100;0,141152;-0,209551;0,068399;0,924120;-0,103204;-0,820917
-0,000000;0,147100;-0,207819;0,060719;0,907846;-0,065158;-0,842688
0,000100;0,152839;-0,205792;0,052953;0,890282;-0,027019;-0,863263
0,000200;0,158361;-0,203472;0,045112;0,871452;0,011158;-0,882610
0,000300;0,163657;-0,200863;0,037206;0,851384;0,049319;-0,900703
0,000400;0,168722;-0,197969;0,029247;0,830106;0,087410;-0,917517
0,000500;0,173546;-0,194793;0,021247;0,807649;0,125377;-0,933026
0,000600;0,178124;-0,191341;0,013217;0,784044;0,163166;-0,947210
0,000700;0,182449;-0,187616;0,005168;0,759324;0,200723;-0,960047
0,000800;0,186514;-0,183625;-0,002889;0,733526;0,237995;-0,971520
0,000900;0,190314;-0,179373;-0,010941;0,706685;0,274928;-0,981613
0,001000;0,193844;-0,174867;-0,018978;0,678840;0,311471;-0,990311
0,001100;0,197099;-0,170111;-0,026988;0,650030;0,347571;-0,997601
0,001200;0,200073;-0,165114;-0,034959;0,620297;0,383177;-1,003474
0,001300;0,202763;-0,159882;-0,042881;0,589682;0,418239;-1,007921
0,001400;0,205165;-0,154424;-0,050742;0,558229;0,452706;-1,010936
0,001500;0,207276;-0,148745;-0,058530;0,525983;0,486530;-1,012513
0,001600;0,209091;-0,142855;-0,066236;0,492990;0,519663;-1,012653
0,001700;0,210610;-0,136763;-0,073847;0,459295;0,552057;-1,011353
0,001800;0,211830;-0,130476;-0,081354;0,424949;0,583667;-1,008615
0,001900;0,212748;-0,124003;-0,088745;0,389998;0,614447;-1,004445
0,002000;0,213364;-0,117354;-0,096010;0,354493;0,644354;-0,998847
0,002100;0,213677;-0,110539;-0,103138;0,318484;0,673346;-0,991830
0,002200;0,213686;-0,103566;-0,110120;0,282023;0,701380;-0,983403
0,002300;0,213392;-0,096447;-0,116945;0,245161;0,728418;-0,973579
0,002400;0,212794;-0,089190;-0,123604;0,207951;0,754421;-0,962372
0,002500;0,211894;-0,081806;-0,130088;0,170445;0,779352;-0,949796
0,002600;0,210693;-0,074307;-0,136386;0,132697;0,803175;-0,935871
0,002700;0,209192;-0,066701;-0,142491;0,094760;0,825857;-0,920617
0,002800;0,207394;-0,059001;-0,148393;0,056688;0,847365;-0,904053
0,002900;0,205302;-0,051217;-0,154085;0,018537;0,867669;-0,886206
0,003000;0,202917;-0,043360;-0,159557;-0,019642;0,886740;-0,867098
0,003100;0,200245;-0,035442;-0,164803;-0,057792;0,904551;-0,846759
0,003200;0,197287;-0,027473;-0,169815;-0,095860;0,921077;-0,825216
0,003300;0,194050;-0,019465;-0,174585;-0,133792;0,936293;-0,802501
0,003400;0,190537;-0,011430;-0,179107;-0,171534;0,950180;-0,778645
0,003500;0,186752;-0,003378;-0,183374;-0,209032;0,962715;-0,753683
0,003600;0,182703;0,004679;-0,187382;-0,246233;0,973883;-0,727650
0,003700;0,178394;0,012729;-0,191122;-0,283084;0,983667;-0,700583
0,003800;0,173831;0,020760;-0,194591;-0,319533;0,992053;-0,672520
0,003900;0,169021;0,028763;-0,197784;-0,355528;0,999029;-0,643501
0,004000;0,163972;0,036724;-0,200696;-0,391018;1,004586;-0,613568
0,004100;0,158689;0,044633;-0,203322;-0,425952;1,008715;-0,582763
0,004200;0,153180;0,052479;-0,205659;-0,460280;1,011411;-0,551130
0,004300;0,147454;0,060250;-0,207705;-0,493955;1,012669;-0,518714
0,004400;0,141519;0,067936;-0,209455;-0,526927;1,012488;-0,485561
0,004500;0,135382;0,075525;-0,210907;-0,559151;1,010869;-0,451717
0,004600;0,129053;0,083007;-0,212060;-0,590580;1,007812;-0,417232
0,004700;0,122540;0,090371;-0,212911;-0,621170;1,003324;-0,382154
0,004800;0,115854;0,097606;-0,213460;-0,650878;0,997410;-0,346533
0,004900;0,109003;0,104703;-0,213705;-0,679660;0,990079;-0,310419
0,005000;0,101996;0,111650;-0,213647;-0,707476;0,981341;-0,273864
0,005100;0,094845;0,118440;-0,213285;-0,734288;0,971208;-0,236920
0,005200;0,087559;0,125061;-0,212620;-0,760055;0,959695;-0,199639
0,005300;0,080149;0,131504;-0,211653;-0,784743;0,946818;-0,162075
0,005400;0,072625;0,137760;-0,210385;-0,808315;0,932596;-0,124280
